,CreditGrade,Term,LoanStatus,ClosedDate,BorrowerAPR,BorrowerRate,LenderYield,BorrowerState,Occupation,EmploymentStatus,EmploymentStatusDuration,IsBorrowerHomeowner,IncomeRange,IncomeVerifiable,StatedMonthlyIncome,InquiriesLast6Months,TotalInquiries,BankcardUtilization,TotalTrades,LoanOriginalAmount,MonthlyLoanPayment,DebtToIncomeRatio,LoanOriginalAmount
74703,A,36,Completed,2010-06-22 00:00:00,0.11124,0.1043,0.0968,TX,Civil Service,Full-time,207.0,True,"$100,000+",True,17983.916666999998,6.0,19.0,0.61,21.0,15000,487.04,0.11,15000
74704,C,36,Completed,2010-01-11 00:00:00,0.37453000000000003,0.35,0.34,NY,Other,Full-time,82.0,False,"$25,000-49,999",True,2372.416667,11.0,13.0,0.28,8.0,3000,135.71,0.46,3000
74706,AA,36,Completed,2010-03-14 00:00:00,0.09086,0.084,0.079,MI,Engineer - Electrical,Full-time,17.0,True,"$75,000-99,999",True,7000.0,2.0,3.0,0.12,41.0,4800,148.83,0.04,4800
74717,C,36,Completed,2010-08-26 00:00:00,0.19719,0.1928,0.1828,MO,Laborer,Full-time,130.0,True,"$50,000-74,999",True,4250.333333,0.0,0.0,0.92,8.0,12450,458.13,0.17,12450
74725,C,36,Chargedoff,2011-09-21 00:00:00,0.17322,0.1515,0.1415,IL,Other,Part-time,116.0,True,"$50,000-74,999",True,4500.0,1.0,10.0,0.95,27.0,5000,173.69,0.38,5000
74727,AA,36,Completed,2009-04-02 00:00:00,0.1255,0.1185,0.1085,VA,Sales - Commission,Full-time,235.0,True,"$75,000-99,999",True,6250.0,0.0,0.0,0.1,27.0,20000,662.85,0.11,20000
74732,A,36,Completed,2011-10-14 00:00:00,0.11897999999999999,0.105,0.095,CA,Professional,Full-time,3.0,False,"$25,000-49,999",True,4000.0,3.0,6.0,0.06,6.0,5000,162.51,0.05,5000
74734,E,36,Completed,2008-09-08 00:00:00,0.37453000000000003,0.35,0.34,FL,Sales - Retail,Full-time,0.0,False,"$1-24,999",True,1365.0,0.0,4.0,1.09,2.0,1000,45.24,0.37,1000
74736,A,36,Chargedoff,2010-05-26 00:00:00,0.17490999999999998,0.1677,0.1627,AZ,Civil Service,Full-time,46.0,True,"$100,000+",True,8333.333333,9.0,22.0,0.8,26.0,25000,888.46,0.27,25000
74744,C,36,Completed,2011-07-22 00:00:00,0.14132,0.12,0.11,MO,Other,Full-time,160.0,True,"$25,000-49,999",True,2666.666667,0.0,4.0,0.99,11.0,1200,22.39,0.14,1200
74755,B,36,Completed,2011-04-04 00:00:00,0.22489,0.21,0.2,MI,Nurse (RN),Full-time,100.0,False,"$75,000-99,999",True,6250.0,0.0,3.0,0.9,21.0,14000,527.45,0.26,14000
74757,E,36,Chargedoff,2011-06-14 00:00:00,0.24264000000000002,0.22,0.21,WA,Analyst,Full-time,81.0,False,"$25,000-49,999",True,3195.833333,0.0,1.0,0.0,2.0,1800,68.74,0.17,1800
74769,HR,36,Chargedoff,2009-09-10 00:00:00,0.25024,0.2275,0.2175,MA,Other,Part-time,4.0,False,"$1-24,999",True,1083.333333,10.0,12.0,1.1,2.0,1085,41.86,0.08,1085
74777,A,36,Completed,2011-02-04 00:00:00,0.12201,0.108,0.098,MI,Food Service Management,Full-time,78.0,True,"$25,000-49,999",True,3000.0,4.0,18.0,0.06,18.0,4000,130.58,0.26,4000
74782,C,36,Chargedoff,2010-03-16 00:00:00,0.2832,0.26,0.25,MI,Skilled Labor,Full-time,49.0,True,"$25,000-49,999",True,2641.583333,2.0,20.0,0.0,12.0,3000,120.87,0.38,3000
74789,A,36,Completed,2008-10-27 00:00:00,0.1267,0.1197,0.1097,GA,Professional,Full-time,9.0,False,"$50,000-74,999",True,5250.0,3.0,10.0,0.54,22.0,9999,331.97,0.23,9999
74797,A,36,Completed,2010-07-23 00:00:00,0.1336,0.1195,0.1095,MD,Computer Programmer,Full-time,5.0,True,"$75,000-99,999",True,7916.666667,2.0,6.0,0.44,44.0,8500,282.12,0.25,8500
74798,C,36,Completed,2010-07-16 00:00:00,0.1496,0.1425,0.1325,CA,Other,Full-time,1.0,True,"$75,000-99,999",True,6250.0,1.0,4.0,0.92,22.0,10000,342.99,0.31,10000
74802,C,36,Completed,2010-06-02 00:00:00,0.16707,0.1599,0.1499,MN,Computer Programmer,Full-time,12.0,False,"$50,000-74,999",True,5183.333333,2.0,3.0,0.56,16.0,14400,506.19,0.22,14400
74805,C,36,Defaulted,2009-12-12 00:00:00,0.21236999999999998,0.205,0.19,OH,Professional,Full-time,1.0,True,"$50,000-74,999",True,4333.333333,1.0,2.0,0.98,25.0,4000,149.68,0.47,4000
74812,D,36,Completed,2009-04-24 00:00:00,0.30045,0.277,0.267,OH,Laborer,Full-time,179.0,True,"$50,000-74,999",True,5000.0,4.0,14.0,0.93,49.0,2500,103.0,0.23,2500
74814,D,36,Completed,2011-03-14 00:00:00,0.37453000000000003,0.35,0.34,GA,Administrative Assistant,Full-time,23.0,True,"$1-24,999",True,1650.0,1.0,4.0,0.89,20.0,3001,66.79,0.45,3001
74816,C,36,Chargedoff,2010-07-15 00:00:00,0.21882,0.1965,0.1765,GA,Retail Management,Full-time,13.0,False,"$25,000-49,999",True,2666.666667,0.0,2.0,0.7,16.0,7500,277.39,0.36,7500
74817,B,36,Completed,2009-01-22 00:00:00,0.11696,0.11,0.1,MD,Other,Full-time,2.0,False,"$25,000-49,999",True,2166.666667,1.0,2.0,0.15,13.0,6100,199.71,0.16,6100
74820,A,36,Completed,2011-02-26 00:00:00,0.08617000000000001,0.069,0.059,MI,Administrative Assistant,Part-time,30.0,False,"$1-24,999",True,625.0,0.0,2.0,0.01,5.0,1000,30.83,0.16,1000
74824,D,36,Completed,2008-06-17 00:00:00,0.2092,0.2,0.18,CO,Sales - Commission,Self-employed,49.0,True,"$1-24,999",True,1000.0,0.0,2.0,0.0,37.0,2000,74.33,0.49,2000
74829,D,36,Completed,2011-05-14 00:00:00,0.34408,0.32,0.31,CA,Police Officer/Correction Officer,Full-time,140.0,False,"$100,000+",True,9166.666667,0.0,6.0,0.82,23.0,8999,374.89,0.16,8999
74844,D,36,Chargedoff,2008-10-19 00:00:00,0.24913000000000002,0.2416,0.2316,NC,Other,Full-time,27.0,False,"$1-24,999",True,1416.666667,1.0,4.0,0.0,4.0,4040,158.84,0.13,4040
74845,C,36,Chargedoff,2010-11-16 00:00:00,0.29263,0.2693,0.2593,GA,Administrative Assistant,Full-time,74.0,True,"$25,000-49,999",True,3405.0,0.0,7.0,0.99,12.0,7500,305.91,0.11,7500
74847,C,36,Chargedoff,2008-04-14 00:00:00,0.1499,0.1428,0.1328,NY,Other,Full-time,1.0,True,"$50,000-74,999",True,4416.666667,9.0,25.0,0.86,13.0,7000,240.2,0.2,7000
74851,C,36,Completed,2011-04-21 00:00:00,0.12562,0.1045,0.0945,CA,Other,Full-time,34.0,False,"$25,000-49,999",True,3321.833333,0.0,6.0,0.51,35.0,5500,130.1,0.35,5500
74861,AA,36,Completed,2008-02-22 00:00:00,0.10803,0.1011,0.0961,MO,Computer Programmer,Full-time,94.0,True,"$50,000-74,999",True,5500.0,5.0,7.0,0.13,25.0,7500,242.39,0.19,7500
74866,B,36,Completed,2010-05-10 00:00:00,0.12405999999999999,0.1065,0.0965,NC,Other,Full-time,101.0,True,"$25,000-49,999",True,2416.666667,0.0,3.0,0.36,17.0,1000,32.57,0.48,1000
74878,HR,36,Defaulted,2008-03-21 00:00:00,0.24003000000000002,0.225,0.215,AZ,Other,Full-time,27.0,False,"$25,000-49,999",True,2520.0,7.0,23.0,0.98,14.0,2700,103.81,0.4,2700
74880,B,36,Defaulted,2010-03-05 00:00:00,0.19462000000000002,0.18,0.17,OH,Food Service,Full-time,46.0,False,"$1-24,999",True,1120.0,0.0,2.0,0.0,8.0,9100,328.99,0.52,9100
74881,C,36,Chargedoff,2010-01-27 00:00:00,0.1726,0.1636,0.1536,MO,Other,Full-time,3.0,False,"$1-24,999",True,782.0,4.0,5.0,0.0,1.0,2000,70.67,0.15,2000
74882,D,36,Completed,2011-01-18 00:00:00,0.17423,0.1525,0.1425,NC,Executive,Full-time,28.0,True,"$75,000-99,999",True,7083.333333,0.0,2.0,0.95,27.0,7500,260.91,0.28,7500
74884,AA,36,Completed,2009-08-28 00:00:00,0.07607,0.059,0.049,MI,Other,Full-time,191.0,True,"$100,000+",True,8333.333333,3.0,7.0,0.22,22.0,1000,30.38,0.08,1000
74900,B,36,Completed,2011-08-04 00:00:00,0.20421,0.1895,0.1795,OH,Professional,Full-time,78.0,True,"$100,000+",True,12250.0,1.0,2.0,0.68,49.0,10000,366.31,0.28,10000
74905,D,36,Completed,2011-03-26 00:00:00,0.17677,0.155,0.145,OR,Social Worker,Full-time,14.0,False,"$1-24,999",True,1531.166667,0.0,2.0,0.91,5.0,4000,136.83,0.16,4000
74912,C,36,Completed,2011-05-21 00:00:00,0.19906,0.177,0.167,GA,Pilot - Private/Commercial,Full-time,37.0,False,"$25,000-49,999",True,3083.333333,1.0,5.0,0.97,12.0,7500,264.91,0.28,7500
74924,AA,36,Completed,2008-12-23 00:00:00,0.0842,0.0705,0.0605,FL,Computer Programmer,Full-time,7.0,False,"$75,000-99,999",True,6666.666667,0.0,1.0,0.0,7.0,5000,154.5,0.11,5000
74926,AA,36,Completed,2010-03-15 00:00:00,0.09537000000000001,0.0885,0.081,GA,Nurse (RN),Part-time,21.0,True,"$25,000-49,999",True,2916.666667,0.0,3.0,0.37,25.0,10000,311.99,0.19,10000
74928,A,36,Completed,2009-03-02 00:00:00,0.18625,0.1717,0.1617,PA,Computer Programmer,Full-time,8.0,True,"$75,000-99,999",True,6250.0,1.0,8.0,0.0,20.0,25000,893.43,0.38,25000
74930,B,36,Defaulted,2008-11-09 00:00:00,0.18625,0.179,0.169,MD,Other,Full-time,34.0,True,"$50,000-74,999",True,5833.333333,18.0,32.0,0.71,28.0,24500,884.51,0.26,24500
74931,A,36,Completed,2011-03-04 00:00:00,0.13189,0.1178,0.1078,CA,Skilled Labor,Full-time,161.0,True,"$25,000-49,999",True,3583.333333,3.0,7.0,0.94,14.0,10000,326.27,0.25,10000
74932,B,36,Completed,2010-04-28 00:00:00,0.14923,0.135,0.125,MD,Military Enlisted,Full-time,61.0,False,"$25,000-49,999",True,2083.333333,1.0,1.0,1.08,11.0,2000,67.87,0.17,2000
74936,AA,36,Defaulted,2011-07-28 00:00:00,0.13202,0.125,0.115,FL,Accountant/CPA,Full-time,35.0,True,"$50,000-74,999",True,4333.333333,0.0,1.0,0.38,14.0,18500,618.89,0.28,18500
74937,D,36,Completed,2009-10-27 00:00:00,0.23989000000000002,0.2324,0.2124,OH,Student - College Graduate Student,Full-time,11.0,False,"$1-24,999",True,867.583333,0.0,1.0,0.71,10.0,6000,233.01,0.9,6000
74938,C,36,Completed,2008-08-08 00:00:00,0.16717,0.16,0.15,FL,Other,Full-time,4.0,False,"$25,000-49,999",True,2333.333333,1.0,7.0,0.37,7.0,3000,105.47,0.19,3000
74939,HR,36,Chargedoff,2009-07-22 00:00:00,0.22987,0.2074,0.1974,MD,Teacher,Part-time,7.0,False,"$25,000-49,999",True,3158.333333,4.0,12.0,0.0,19.0,6001,225.29,0.16,6001
74940,C,36,Completed,2011-04-30 00:00:00,0.37453000000000003,0.35,0.34,FL,Professional,Full-time,2.0,False,"$25,000-49,999",True,2083.333333,2.0,5.0,0.69,19.0,5000,222.48,0.41,5000
74946,B,36,Completed,2010-06-04 00:00:00,0.25517,0.24,0.23,FL,Executive,Full-time,13.0,True,"$100,000+",True,16000.0,5.0,25.0,0.59,32.0,9000,353.1,0.19,9000
74951,E,36,Chargedoff,2011-11-01 00:00:00,0.34408,0.32,0.31,NY,Chemist,Full-time,47.0,False,"$50,000-74,999",True,4500.0,10.0,26.0,1.03,11.0,1000,43.55,0.18,1000
74956,A,36,Completed,2010-11-15 00:00:00,0.11696,0.11,0.1,GA,Other,Retired,110.0,True,"$1-24,999",True,1800.0,5.0,8.0,0.68,15.0,5000,163.69,0.18,5000
74957,E,36,Completed,2010-02-23 00:00:00,0.19361,0.179,0.169,CA,Waiter/Waitress,Part-time,3.0,False,"$1-24,999",True,1416.666667,3.0,3.0,0.97,5.0,5000,180.51,0.31,5000
74961,D,36,Chargedoff,2010-03-15 00:00:00,0.22744,0.22,0.21,NC,Teacher,Full-time,45.0,True,"$25,000-49,999",True,3750.0,3.0,7.0,0.97,29.0,5000,190.95,0.59,5000
74968,C,36,Chargedoff,2010-11-22 00:00:00,0.17069,0.149,0.139,AL,Other,Full-time,127.0,True,"$75,000-99,999",True,6785.583333,7.0,19.0,0.61,20.0,2000,69.23,0.18,2000
74976,C,36,Chargedoff,2010-05-10 00:00:00,0.18781,0.1659,0.1559,MA,Engineer - Mechanical,Full-time,17.0,True,"$50,000-74,999",True,5000.0,7.0,14.0,0.77,26.0,2250,79.76,0.23,2250
74978,HR,36,Chargedoff,2009-04-01 00:00:00,0.37267,0.35,0.34,CA,Bus Driver,Full-time,49.0,True,"$50,000-74,999",True,4166.666667,15.0,32.0,1.51,33.0,2700,122.14,0.46,2700
74984,AA,36,Completed,2010-12-14 00:00:00,0.08684,0.08,0.08,NY,Other,Full-time,36.0,False,"$50,000-74,999",True,5583.333333,0.0,2.0,0.0,24.0,4000,125.35,0.08,4000
74986,C,36,Completed,2011-05-20 00:00:00,0.18183,0.16,0.15,WA,Sales - Commission,Self-employed,131.0,False,"$25,000-49,999",True,2269.666667,3.0,3.0,0.56,15.0,4500,158.21,0.2,4500
74989,E,36,Chargedoff,2009-12-20 00:00:00,0.37453000000000003,0.35,0.34,NY,Clerical,Full-time,29.0,False,"$25,000-49,999",True,2392.0,2.0,3.0,0.56,2.0,2900,131.18,0.06,2900
74993,C,36,Completed,2011-07-25 00:00:00,0.12105999999999999,0.1,0.09,CA,Bus Driver,Full-time,25.0,False,"$25,000-49,999",True,3333.333333,0.0,5.0,0.93,15.0,6000,173.51,0.08,6000
74994,AA,36,Chargedoff,2009-08-25 00:00:00,0.11947,0.1125,0.1075,FL,Professional,Self-employed,5.0,True,"$100,000+",True,13023.083333,4.0,5.0,0.09,17.0,25000,821.43,0.09,25000
74998,C,36,Completed,2010-09-04 00:00:00,0.13102,0.124,0.109,GA,Postal Service,Full-time,133.0,True,"$50,000-74,999",True,5608.333333,1.0,5.0,0.76,47.0,7000,233.84,0.13,7000
75009,A,36,Completed,2010-09-22 00:00:00,0.0837,0.07,0.06,CA,Analyst,Full-time,22.0,False,"$25,000-49,999",True,4041.666667,1.0,4.0,0.08,9.0,1500,46.32,0.12,1500
75010,HR,36,Completed,2011-03-02 00:00:00,0.1636,0.142,0.132,MD,Clerical,Full-time,1.0,False,"$25,000-49,999",True,3130.916667,1.0,22.0,0.0,15.0,2000,68.55,0.48,2000
75022,E,36,Chargedoff,2009-12-13 00:00:00,0.35613,0.34,0.33,GA,Engineer - Electrical,Full-time,27.0,False,"$75,000-99,999",True,6875.0,3.0,9.0,0.23,20.0,3200,142.95,0.17,3200
75036,AA,36,Completed,2007-09-25 00:00:00,0.08857000000000001,0.08,0.075,MA,Attorney,Full-time,110.0,True,"$100,000+",True,8333.333333,1.0,4.0,0.03,30.0,2000,62.67,0.11,2000
75044,B,36,Defaulted,2009-03-12 00:00:00,0.16638,0.152,0.132,UT,Truck Driver,Full-time,53.0,True,"$100,000+",True,9022.333333,2.0,4.0,0.8,20.0,7000,243.34,0.07,7000
75047,C,36,Completed,2011-09-24 00:00:00,0.29334,0.27,0.26,AR,Other,Full-time,177.0,True,"$75,000-99,999",True,7757.5,0.0,8.0,0.0,18.0,2500,102.06,0.14,2500
75049,HR,36,Chargedoff,2010-09-06 00:00:00,0.36623,0.35,0.34,CA,Executive,Full-time,83.0,False,"$75,000-99,999",True,6426.25,13.0,24.0,1.03,18.0,2950,133.45,0.35,2950
75052,HR,36,Completed,2010-06-22 00:00:00,0.28938,0.27,0.26,IL,Administrative Assistant,Full-time,4.0,False,"$25,000-49,999",True,2916.666667,1.0,4.0,0.96,16.0,1000,40.83,0.22,1000
75053,C,36,Completed,2011-04-06 00:00:00,0.20352,0.1814,0.1714,AZ,Professional,Full-time,27.0,True,"$50,000-74,999",True,4583.333333,6.0,12.0,0.84,17.0,4000,144.89,0.24,4000
75063,AA,36,Completed,2010-10-02 00:00:00,0.1494,0.1423,0.1373,CA,Analyst,Full-time,16.0,True,"$50,000-74,999",True,4583.333333,11.0,23.0,0.04,18.0,25000,823.77,0.35,25000
75068,HR,36,Completed,2008-08-15 00:00:00,0.29554,0.28,0.27,IL,Chemist,Full-time,41.0,False,"$25,000-49,999",True,2750.0,9.0,23.0,0.96,11.0,2975,123.06,0.23,2975
75080,C,36,Completed,2010-02-21 00:00:00,0.16717,0.16,0.135,NY,Analyst,Full-time,164.0,True,"$50,000-74,999",True,5250.0,0.0,1.0,0.83,32.0,4200,147.66,0.27,4200
75081,B,36,Completed,2011-04-04 00:00:00,0.18534,0.1708,0.1608,AZ,Professional,Full-time,50.0,True,"$25,000-49,999",True,3166.666667,5.0,18.0,0.47,19.0,9000,321.23,0.37,9000
75082,B,36,Chargedoff,2010-01-27 00:00:00,0.14498,0.1379,0.1279,WA,Other,Self-employed,6.0,True,"$1-24,999",True,0.083333,9.0,17.0,0.9,13.0,7500,255.57,10.01,7500
75106,AA,36,Completed,2010-04-30 00:00:00,0.11696,0.11,0.105,SC,Nurse (RN),Full-time,26.0,True,"$25,000-49,999",True,3095.25,4.0,12.0,0.0,17.0,13000,230.8,0.26,13000
75112,C,36,Defaulted,2009-10-23 00:00:00,0.24011,0.2175,0.2075,OH,Clerical,Full-time,239.0,True,"$50,000-74,999",True,4571.083333,1.0,4.0,0.99,23.0,3100,117.99,0.16,3100
75115,A,36,Completed,2009-03-25 00:00:00,0.12349,0.1165,0.109,NY,Sales - Commission,Full-time,14.0,True,"$100,000+",True,15405.25,7.0,14.0,0.57,47.0,12000,396.57,0.36,12000
75116,C,36,Chargedoff,2009-05-11 00:00:00,0.19652,0.1745,0.1645,TN,Sales - Commission,Full-time,5.0,True,"$25,000-49,999",True,3416.666667,2.0,10.0,0.0,25.0,1000,35.88,0.04,1000
75122,C,36,Chargedoff,2009-07-21 00:00:00,0.29775999999999997,0.29,0.265,GA,Other,Full-time,0.0,True,"$25,000-49,999",True,3462.916667,8.0,18.0,0.0,30.0,10000,419.06,0.53,10000
75141,D,36,Chargedoff,2010-06-29 00:00:00,0.37453000000000003,0.35,0.34,NJ,Civil Service,Full-time,155.0,False,"$25,000-49,999",True,3833.333333,4.0,14.0,0.92,4.0,2500,113.09,0.2,2500
75142,D,36,Chargedoff,2009-05-15 00:00:00,0.17852,0.1713,0.1613,MO,Other,Full-time,63.0,False,"$25,000-49,999",True,3958.333333,6.0,34.0,0.0,16.0,3500,125.01,0.06,3500
75144,E,36,Completed,2009-12-27 00:00:00,0.19985999999999998,0.1815,0.1715,IA,Clerical,Full-time,4.0,True,"$25,000-49,999",True,2253.333333,3.0,5.0,2.46,13.0,1000,36.23,0.28,1000
75161,D,36,Defaulted,2009-09-22 00:00:00,0.21689,0.2095,0.1895,WA,Sales - Retail,Full-time,111.0,True,"$50,000-74,999",True,4916.666667,10.0,17.0,0.99,53.0,2500,94.12,0.15,2500
75164,AA,36,Completed,2010-12-28 00:00:00,0.09186,0.085,0.085,CA,Other,Full-time,14.0,True,"$1-24,999",True,1650.916667,1.0,2.0,0.44,15.0,6000,188.32,0.25,6000
75165,B,36,Completed,2010-11-07 00:00:00,0.20232,0.195,0.185,NC,Other,Self-employed,38.0,False,"$1-24,999",True,1333.333333,0.0,2.0,0.58,18.0,4750,175.32,0.33,4750
75166,C,36,Chargedoff,2009-11-08 00:00:00,0.2175,0.1952,0.1752,MO,Other,Full-time,15.0,False,"$25,000-49,999",True,3766.666667,1.0,3.0,0.52,16.0,7500,276.9,0.34,7500
75170,B,36,Completed,2010-10-05 00:00:00,0.14806,0.14,0.13,WI,Computer Programmer,Full-time,33.0,False,"$25,000-49,999",True,3916.666667,0.0,1.0,0.56,12.0,2200,75.19,0.13,2200
75173,C,36,Completed,2007-12-17 00:00:00,0.14699,0.1399,0.1299,WI,Computer Programmer,Full-time,11.0,False,"$50,000-74,999",True,5816.666667,0.0,8.0,0.69,21.0,9000,307.55,0.24,9000
75181,D,36,Completed,2008-02-27 00:00:00,0.23246,0.225,0.215,CA,Medical Technician,Full-time,1.0,False,"$50,000-74,999",True,4423.416667,11.0,17.0,0.86,12.0,15000,576.74,0.27,15000
75190,B,36,Completed,2007-12-18 00:00:00,0.13654000000000002,0.1295,0.1195,MS,Executive,Full-time,23.0,False,"$50,000-74,999",True,5000.0,3.0,5.0,0.42,36.0,5000,168.35,0.36,5000
75191,C,36,Completed,2009-10-23 00:00:00,0.15713,0.15,0.135,NJ,Student - College Graduate Student,Full-time,3.0,False,"$25,000-49,999",True,2296.75,1.0,9.0,0.41,15.0,10000,346.65,0.25,10000
75195,C,36,Defaulted,2009-04-15 00:00:00,0.15914,0.152,0.142,GA,Executive,Full-time,242.0,True,"$100,000+",True,16466.666666999998,6.0,16.0,0.83,36.0,25000,869.08,0.19,25000
75201,B,36,Completed,2008-09-24 00:00:00,0.13705,0.13,0.12,IA,Professional,Full-time,24.0,False,"$25,000-49,999",True,3775.333333,1.0,2.0,0.12,14.0,10000,336.94,0.2,10000
75207,AA,36,Completed,2011-07-08 00:00:00,0.07203,0.055,0.045,CA,Other,Full-time,66.0,True,"$75,000-99,999",True,7573.5,1.0,3.0,0.26,12.0,1000,30.2,0.11,1000
75213,C,36,Completed,2010-08-31 00:00:00,0.16165,0.1545,0.1445,AL,Other,Full-time,24.0,False,"$1-24,999",True,1750.0,1.0,1.0,0.0,13.0,7300,254.67,0.23,7300
75223,B,36,Completed,2010-12-02 00:00:00,0.19896,0.1843,0.1743,CA,Skilled Labor,Full-time,47.0,True,"$50,000-74,999",True,5083.333333,2.0,26.0,0.49,12.0,14000,509.16,0.23,14000
75236,AA,36,Completed,2010-06-02 00:00:00,0.13102,0.124,0.119,IL,Attorney,Full-time,14.0,True,"$100,000+",True,8333.333333,3.0,4.0,0.13,23.0,20000,668.11,0.4,20000
75245,E,36,Completed,2010-04-13 00:00:00,0.27535,0.26,0.25,GA,Other,Full-time,42.0,False,"$25,000-49,999",True,2916.666667,2.0,3.0,0.0,3.0,6000,241.74,0.09,6000
75246,D,36,Completed,2008-01-09 00:00:00,0.26761999999999997,0.26,0.25,OR,Medical Technician,Full-time,29.0,True,"$50,000-74,999",True,4666.666667,1.0,3.0,0.94,22.0,5000,201.45,0.27,5000
75249,D,36,Chargedoff,2009-05-26 00:00:00,0.16798,0.1608,0.1508,OH,Other,Full-time,18.0,False,"$75,000-99,999",True,6333.333333,2.0,7.0,0.51,10.0,5500,193.58,0.26,5500
75254,AA,36,Completed,2011-07-15 00:00:00,0.10440999999999999,0.0975,0.0875,FL,Professional,Full-time,39.0,True,"$75,000-99,999",True,6250.0,2.0,5.0,0.16,20.0,7000,223.3,0.16,7000
75259,B,36,Completed,2010-11-17 00:00:00,0.17848,0.164,0.154,VA,Computer Programmer,Full-time,72.0,False,"$75,000-99,999",True,8277.083333,1.0,1.0,0.56,12.0,15000,530.32,0.23,15000
75261,B,36,Chargedoff,2009-01-18 00:00:00,0.20068,0.186,0.176,NC,Nurse (RN),Full-time,72.0,True,"$50,000-74,999",True,4833.333333,2.0,7.0,0.14,19.0,15000,546.81,0.2,15000
75264,C,36,Completed,2009-04-07 00:00:00,0.2021,0.18,0.17,OR,Construction,Full-time,123.0,True,"$50,000-74,999",True,5250.0,3.0,14.0,0.79,18.0,4000,144.61,0.33,4000
75271,AA,36,Defaulted,2010-04-24 00:00:00,0.08634,0.0795,0.0795,WA,Sales - Commission,Full-time,31.0,True,"$100,000+",True,11666.666667,10.0,25.0,0.31,41.0,2500,78.28,0.15,2500
75278,HR,36,Completed,2010-07-12 00:00:00,0.30193000000000003,0.29,0.28,CA,Professor,Full-time,37.0,False,"$50,000-74,999",True,5500.0,0.0,1.0,0.0,6.0,4900,205.34,0.12,4900
75279,D,36,Completed,2009-03-23 00:00:00,0.26761999999999997,0.26,0.24,AZ,Other,Self-employed,26.0,False,"$1-24,999",False,0.083333,3.0,7.0,0.86,8.0,11000,443.2,10.01,11000
75280,D,36,Defaulted,2010-02-15 00:00:00,0.32378,0.3,0.29,CA,Construction,Full-time,271.0,False,"$50,000-74,999",True,4416.666667,2.0,12.0,0.47,15.0,3000,127.35,0.3,3000
75283,C,36,Defaulted,2009-07-03 00:00:00,0.33454,0.3106,0.3006,GA,Retail Management,Part-time,73.0,False,"$1-24,999",True,1250.0,2.0,6.0,0.39,16.0,2500,107.59,0.42,2500
75290,D,36,Completed,2008-12-09 00:00:00,0.17782,0.1597,0.1497,MS,Military Enlisted,Full-time,1.0,False,"$25,000-49,999",True,3500.0,3.0,15.0,0.0,38.0,1000,35.14,0.41,1000
75292,C,36,Chargedoff,2009-04-30 00:00:00,0.21933000000000002,0.197,0.187,IN,Laborer,Full-time,22.0,False,"$1-24,999",True,1666.666667,3.0,11.0,0.89,6.0,3500,129.54,0.14,3500
75305,D,36,Chargedoff,2011-08-15 00:00:00,0.17677,0.155,0.145,AL,Sales - Retail,Full-time,153.0,False,"$25,000-49,999",True,3382.083333,1.0,1.0,0.95,15.0,4999,174.52,0.34,4999
75335,HR,36,Defaulted,2008-05-09 00:00:00,0.25517,0.24,0.22,MO,Professional,Full-time,76.0,False,"$75,000-99,999",True,7485.083333,9.0,9.0,1.04,29.0,3495,137.12,0.2,3495
75345,A,36,Defaulted,2009-02-15 00:00:00,0.18725999999999998,0.18,0.17,CA,Other,Full-time,53.0,False,"$50,000-74,999",True,4583.333333,1.0,5.0,0.42,12.0,20000,723.05,0.39,20000
75353,E,36,Chargedoff,2008-11-05 00:00:00,0.31372,0.291,0.281,CA,Other,Full-time,201.0,False,"$50,000-74,999",True,4916.666667,4.0,9.0,0.83,13.0,2600,109.1,0.12,2600
75377,C,36,Completed,2010-03-01 00:00:00,0.14887,0.14,0.13,FL,Other,Retired,255.0,True,"$50,000-74,999",True,5000.0,3.0,10.0,0.7,32.0,2000,68.36,0.15,2000
75383,AA,36,Completed,2011-08-20 00:00:00,0.08473,0.0779,0.0679,CA,Teacher,Full-time,108.0,True,"$50,000-74,999",True,5165.75,0.0,4.0,0.43,45.0,7000,218.68,0.21,7000
75389,HR,36,Completed,2010-11-06 00:00:00,0.16984000000000002,0.1518,0.1418,WI,Professional,Full-time,9.0,False,"$25,000-49,999",True,2916.666667,0.0,4.0,0.95,3.0,1000,34.75,0.02,1000
75391,C,36,Chargedoff,2009-03-22 00:00:00,0.19178,0.1845,0.1745,MD,Computer Programmer,Full-time,90.0,True,"$50,000-74,999",True,5750.0,0.0,11.0,0.77,16.0,12000,436.54,0.14,12000
75394,C,36,Defaulted,2009-01-09 00:00:00,0.27305999999999997,0.25,0.24,WI,Chemist,Full-time,40.0,False,"$25,000-49,999",True,3583.333333,0.0,12.0,0.77,21.0,10500,417.48,0.35,10500
75395,A,36,Completed,2011-05-19 00:00:00,0.18403,0.1695,0.1595,OH,Skilled Labor,Full-time,75.0,True,"$50,000-74,999",True,4416.666667,1.0,21.0,0.5,54.0,15000,524.58,0.58,15000
75403,B,36,Completed,2009-09-22 00:00:00,0.11395,0.0965,0.0865,CA,Tradesman - Electrician,Full-time,31.0,False,"$25,000-49,999",True,3291.666667,0.0,2.0,0.32,3.0,1000,32.1,0.04,1000
75409,A,36,Chargedoff,2009-05-13 00:00:00,0.1491,0.142,0.1345,TX,Professional,Full-time,119.0,True,"$50,000-74,999",True,4916.666667,2.0,17.0,0.08,30.0,25000,856.87,0.3,25000
